city,city_ascii,state_id,state_name,county_name,lat,lng,population,density,timezone,ranking,id
Waskom,Waskom,TX,Texas,Harrison,32.4766,-94.0646,2190,315,America/Chicago,3,1840022073
Fremont,Fremont,IN,Indiana,Steuben,41.7280,-84.9396,2190,272,America/Detroit,3,1840010204
Lyons,Lyons,CO,Colorado,Boulder,40.2231,-105.2692,2189,627,America/Denver,3,1840022423
East Sonora,East Sonora,CA,California,Tuolumne,37.9777,-120.3410,2189,341,America/Los_Angeles,3,1840069471
Fairfield Bay,Fairfield Bay,AR,Arkansas,Van Buren,35.6050,-92.2658,2189,55,America/Chicago,3,1840013414
Blackville,Blackville,SC,South Carolina,Barnwell,33.3552,-81.2835,2189,94,America/New_York,3,1840015723
Belleair Bluffs,Belleair Bluffs,FL,Florida,Pinellas,27.9198,-82.8192,2187,1833,America/New_York,3,1840014147
Old Brookville,Old Brookville,NY,New York,Nassau,40.8332,-73.6040,2187,212,America/New_York,3,1840005315
Cibecue,Cibecue,AZ,Arizona,Navajo,34.0333,-110.4854,2187,141,America/Phoenix,3,1840063649
Chiefland,Chiefland,FL,Florida,Levy,29.4923,-82.8682,2186,125,America/New_York,3,1840015066
Lexington,Lexington,OK,Oklahoma,Cleveland,35.0179,-97.3345,2185,352,America/Chicago,3,1840020448
Pine Beach,Pine Beach,NJ,New Jersey,Ocean,39.9359,-74.1700,2184,1325,America/New_York,3,1840001484
Cecil-Bishop,Cecil-Bishop,PA,Pennsylvania,Washington,40.3184,-80.1933,2184,331,America/New_York,3,1840035078
Unionville,Unionville,GA,Georgia,Tift,31.4363,-83.5084,2183,1122,America/New_York,3,1840029357
Trexlertown,Trexlertown,PA,Pennsylvania,Lehigh,40.5523,-75.6039,2182,406,America/New_York,3,1840026410
Tullytown,Tullytown,PA,Pennsylvania,Bucks,40.1401,-74.8107,2181,554,America/New_York,3,1840001316
Weldon,Weldon,CA,California,Kern,35.6431,-118.3103,2181,31,America/Los_Angeles,3,1840019145
Ashford,Ashford,AL,Alabama,Houston,31.1858,-85.2359,2181,135,America/Chicago,3,1840000737
Pink,Pink,OK,Oklahoma,Pottawatomie,35.2327,-97.1002,2181,23,America/Chicago,3,1840022765
Glendale,Glendale,OH,Ohio,Hamilton,39.2707,-84.4586,2181,512,America/New_York,3,1840003819
Marionville,Marionville,MO,Missouri,Lawrence,37.0021,-93.6362,2181,469,America/Chicago,3,1840008779
Martorell,Martorell,PR,Puerto Rico,Yabucoa,18.0729,-65.8976,2181,921,America/Puerto_Rico,3,1630023679
Amherst,Amherst,VA,Virginia,Amherst,37.5816,-79.0509,2180,171,America/New_York,3,1840006373
Hoschton,Hoschton,GA,Georgia,Jackson,34.0853,-83.7593,2180,174,America/New_York,3,1840014722
Dolan Springs,Dolan Springs,AZ,Arizona,Mohave,35.5905,-114.2852,2180,14,America/Phoenix,3,1840019744
Shenorock,Shenorock,NY,New York,Westchester,41.3307,-73.7409,2179,1201,America/New_York,3,1840058085
Earle,Earle,AR,Arkansas,Crittenden,35.2734,-90.4642,2179,259,America/Chicago,3,1840013462
West Dennis,West Dennis,MA,Massachusetts,Barnstable,41.6666,-70.1656,2179,257,America/New_York,3,1840003244
Spring Grove,Spring Grove,PA,Pennsylvania,York,39.8809,-76.8641,2178,1073,America/New_York,3,1840001464
Anahola,Anahola,HI,Hawaii,Kauai,22.1455,-159.3151,2175,227,Pacific/Honolulu,3,1840023211
Port Sulphur,Port Sulphur,LA,Louisiana,Plaquemines,29.5043,-89.7203,2175,153,America/Chicago,3,1840079897
Upper Nyack,Upper Nyack,NY,New York,Rockland,41.1143,-73.9057,2175,687,America/New_York,3,1840004988
Charlotte Park,Charlotte Park,FL,Florida,Charlotte,26.9031,-82.0486,2174,815,America/New_York,3,1840002314
Brice Prairie,Brice Prairie,WI,Wisconsin,La Crosse,43.9375,-91.3074,2173,182,America/Chicago,3,1840004158
West Wareham,West Wareham,MA,Massachusetts,Plymouth,41.7900,-70.7550,2173,224,America/New_York,3,1840003202
Tome,Tome,NM,New Mexico,Valencia,34.7397,-106.7230,2172,169,America/Denver,3,1840026966
Fairplains,Fairplains,NC,North Carolina,Wilkes,36.1954,-81.1559,2172,199,America/New_York,3,1840013065
Bar Harbor,Bar Harbor,ME,Maine,Hancock,44.3816,-68.2114,2172,264,America/New_York,3,1840073045
Weyers Cave,Weyers Cave,VA,Virginia,Augusta,38.2844,-78.9125,2171,127,America/New_York,3,1840006249
Polo,Polo,IL,Illinois,Ogle,41.9847,-89.5790,2171,628,America/Chicago,3,1840009178
Newkirk,Newkirk,OK,Oklahoma,Kay,36.8816,-97.0554,2170,635,America/Chicago,3,1840020344
Creston,Creston,OH,Ohio,Wayne,40.9769,-81.8998,2170,385,America/New_York,3,1840011892
Cordova,Cordova,AK,Alaska,Valdez-Cordova,60.5348,-145.6092,2169,13,America/Anchorage,3,1840023402
Sturbridge,Sturbridge,MA,Massachusetts,Worcester,42.1001,-72.0634,2169,157,America/New_York,3,1840064899
Wells,Wells,MN,Minnesota,Faribault,43.7432,-93.7278,2169,428,America/Chicago,3,1840010043
Erwinville,Erwinville,LA,Louisiana,West Baton Rouge,30.5427,-91.3913,2168,105,America/Chicago,3,1840026009
Kearny,Kearny,AZ,Arizona,Pinal,33.0564,-110.9074,2168,310,America/Phoenix,3,1840022000
Cheney,Cheney,KS,Kansas,Sedgwick,37.6353,-97.7797,2167,360,America/Chicago,3,1840007565
Schofield,Schofield,WI,Wisconsin,Marathon,44.9149,-89.6148,2166,407,America/Chicago,3,1840002173
Laton,Laton,CA,California,Fresno,36.4338,-119.6916,2166,431,America/Los_Angeles,3,1840045888
Jellico,Jellico,TN,Tennessee,Campbell,36.5651,-84.1355,2165,134,America/New_York,3,1840036119
Adamsville,Adamsville,TN,Tennessee,McNairy,35.2563,-88.3862,2164,118,America/Chicago,3,1840015462
Cherokee,Cherokee,NC,North Carolina,Swain,35.4860,-83.3011,2163,69,America/New_York,3,1840026949
Honalo,Honalo,HI,Hawaii,Hawaii,19.5787,-155.9020,2162,28,Pacific/Honolulu,3,1840023195
Shiner,Shiner,TX,Texas,Lavaca,29.4332,-97.1734,2162,338,America/Chicago,3,1840022230
Whitney,Whitney,TX,Texas,Hill,31.9520,-97.3192,2162,448,America/Chicago,3,1840023105
Spencerville,Spencerville,OH,Ohio,Allen,40.7079,-84.3526,2161,864,America/New_York,3,1840011956
Lakeside,Lakeside,MT,Montana,Flathead,48.0182,-114.2274,2160,59,America/Denver,3,1840017300
Eagle,Eagle,WI,Wisconsin,Waukesha,42.8790,-88.4697,2159,599,America/Chicago,3,1840003019
Rockwell,Rockwell,NC,North Carolina,Rowan,35.5538,-80.4072,2159,487,America/New_York,3,1840017786
Camden,Camden,NY,New York,Oneida,43.3365,-75.7477,2159,342,America/New_York,3,1840004221
Gassville,Gassville,AR,Arkansas,Baxter,36.2850,-92.4868,2158,242,America/Chicago,3,1840013330
South Paris,South Paris,ME,Maine,Oxford,44.2190,-70.5113,2158,214,America/New_York,3,1840001583
Spiro,Spiro,OK,Oklahoma,Le Flore,35.2412,-94.6230,2158,360,America/Chicago,3,1840022774
Patton Village,Patton Village,TX,Texas,Montgomery,30.1954,-95.1643,2157,366,America/Chicago,3,1840020888
Penndel,Penndel,PA,Pennsylvania,Bucks,40.1552,-74.9147,2157,1993,America/New_York,3,1840001308
Coal Creek,Coal Creek,CO,Colorado,Jefferson,39.9071,-105.3799,2157,88,America/Denver,3,1840085462
Windsor,Windsor,VT,Vermont,Windsor,43.4799,-72.3936,2157,675,America/New_York,3,1840056033
Union City,Union City,OK,Oklahoma,Canadian,35.4015,-97.9047,2157,14,America/Chicago,3,1840022732
Fannett,Fannett,TX,Texas,Jefferson,29.9250,-94.2389,2156,84,America/Chicago,3,1840026033
Plainview,Plainview,TN,Tennessee,Union,36.1808,-83.7931,2156,131,America/New_York,3,1840073879
Walden,Walden,TN,Tennessee,Hamilton,35.1635,-85.3098,2156,235,America/New_York,3,1840016375
McAdoo,McAdoo,PA,Pennsylvania,Schuylkill,40.9009,-75.9924,2156,2399,America/New_York,2,1840003567
Carlisle,Carlisle,AR,Arkansas,Lonoke,34.7947,-91.7361,2156,171,America/Chicago,3,1840014628
Lame Deer,Lame Deer,MT,Montana,Rosebud,45.6176,-106.6134,2156,14,America/Denver,3,1840017373
Helmetta,Helmetta,NJ,New Jersey,Middlesex,40.3777,-74.4239,2155,1004,America/New_York,3,1840003635
Fishkill,Fishkill,NY,New York,Dutchess,41.5337,-73.8943,2155,1000,America/New_York,3,1840004748
Jefferson,Jefferson,MD,Maryland,Frederick,39.3661,-77.5409,2155,396,America/New_York,3,1840024451
Farmington,Farmington,MS,Mississippi,Alcorn,34.9224,-88.4432,2155,130,America/Chicago,3,1840016512
Bottineau,Bottineau,ND,North Dakota,Bottineau,48.8248,-100.4425,2154,632,America/Chicago,3,1840000003
Manchester,Manchester,MI,Michigan,Washtenaw,42.1484,-84.0346,2154,389,America/Detroit,3,1840011194
Ware Shoals,Ware Shoals,SC,South Carolina,Greenwood,34.3922,-82.2421,2154,213,America/New_York,3,1840016674
Hunter,Hunter,TN,Tennessee,Carter,36.3978,-82.1511,2153,129,America/New_York,3,1840013311
Brewster,Brewster,OH,Ohio,Stark,40.7135,-81.5992,2153,366,America/New_York,3,1840010351
Townsend,Townsend,MT,Montana,Broadwater,46.3192,-111.5197,2152,546,America/Denver,3,1840021165
New Glarus,New Glarus,WI,Wisconsin,Green,42.8130,-89.6337,2151,458,America/Chicago,3,1840002466
West Rutland,West Rutland,VT,Vermont,Rutland,43.5972,-73.0451,2151,225,America/New_York,3,1840056883
New Ellenton,New Ellenton,SC,South Carolina,Aiken,33.4198,-81.6825,2151,187,America/New_York,3,1840016797
Elmendorf,Elmendorf,TX,Texas,Bexar,29.2580,-98.3219,2150,135,America/Chicago,3,1840020955
Lorenz Park,Lorenz Park,NY,New York,Columbia,42.2669,-73.7700,2150,465,America/New_York,3,1840034053
Millville,Millville,UT,Utah,Cache,41.6850,-111.8212,2150,330,America/Denver,3,1840020112
Morris,Morris,AL,Alabama,Jefferson,33.7467,-86.8037,2149,270,America/Chicago,3,1840016801
Preston,Preston,TX,Texas,Grayson,33.8671,-96.6596,2148,164,America/Chicago,3,1840025870
Valley Hill,Valley Hill,NC,North Carolina,Henderson,35.2958,-82.4913,2148,357,America/New_York,3,1840013447
Caryville,Caryville,TN,Tennessee,Campbell,36.3252,-84.2198,2148,162,America/New_York,3,1840016024
Albany,Albany,IN,Indiana,Delaware,40.3056,-85.2331,2148,418,America/Indiana/Indianapolis,3,1840010461
Maple Lake,Maple Lake,MN,Minnesota,Wright,45.2334,-94.0059,2148,369,America/Chicago,3,1840008897
Laughlin AFB,Laughlin AFB,TX,Texas,Val Verde,29.3568,-100.7829,2147,130,America/Chicago,3,1840037090
Lincoln Park,Lincoln Park,NY,New York,Ulster,41.9559,-74.0016,2147,578,America/New_York,3,1840004720
Watchtower,Watchtower,NY,New York,Ulster,41.6371,-74.2633,2147,1066,America/New_York,3,1840026219
Berkeley Lake,Berkeley Lake,GA,Georgia,Gwinnett,33.9805,-84.1839,2147,474,America/New_York,3,1840013677
Parma,Parma,ID,Idaho,Canyon,43.7863,-116.9428,2147,767,America/Boise,3,1840020043
Marlborough,Marlborough,MO,Missouri,St. Louis,38.5683,-90.3393,2147,3644,America/Chicago,2,1840012823
Morenci,Morenci,MI,Michigan,Lenawee,41.7226,-84.2169,2147,391,America/Detroit,3,1840003227
Gap,Gap,PA,Pennsylvania,Lancaster,39.9891,-76.0215,2146,294,America/New_York,3,1840005491
Lewistown,Lewistown,IL,Illinois,Fulton,40.3968,-90.1555,2146,414,America/Chicago,3,1840008331
Whetstone,Whetstone,AZ,Arizona,Cochise,31.7011,-110.3398,2146,69,America/Phoenix,3,1840027991
Arlington,Arlington,MN,Minnesota,Sibley,44.6083,-94.0766,2146,506,America/Chicago,3,1840006776
Colonial Pine Hills,Colonial Pine Hills,SD,South Dakota,Pennington,44.0141,-103.3146,2146,53,America/Denver,3,1840004100
Cloverdale,Cloverdale,IN,Indiana,Putnam,39.5211,-86.7995,2145,239,America/Indiana/Indianapolis,3,1840009544
Gwinn,Gwinn,MI,Michigan,Marquette,46.2913,-87.4372,2145,168,America/Detroit,3,1840006567
Cranbury,Cranbury,NJ,New Jersey,Middlesex,40.3101,-74.5168,2144,683,America/New_York,3,1840078220
Rockport,Rockport,IN,Indiana,Spencer,37.8896,-87.0542,2144,499,America/Chicago,3,1840009848
Haverhill,Haverhill,FL,Florida,Palm Beach,26.6909,-80.1217,2143,1308,America/New_York,3,1840015994
Toledo,Toledo,IA,Iowa,Tama,41.9902,-92.5803,2143,359,America/Chicago,3,1840010127
Wickerham Manor-Fisher,Wickerham Manor-Fisher,PA,Pennsylvania,Washington,40.1771,-79.9079,2142,390,America/New_York,3,1840073738
Lakin,Lakin,KS,Kansas,Kearny,37.9400,-101.2585,2141,873,America/Chicago,3,1840008668
Fern Prairie,Fern Prairie,WA,Washington,Clark,45.6370,-122.3963,2140,164,America/Los_Angeles,3,1840035062
Clinton,Clinton,WI,Wisconsin,Rock,42.5574,-88.8679,2140,576,America/Chicago,3,1840002472
Manahawkin,Manahawkin,NJ,New Jersey,Ocean,39.6931,-74.2493,2140,452,America/New_York,3,1840005535
Coaldale,Coaldale,PA,Pennsylvania,Schuylkill,40.8197,-75.9161,2140,379,America/New_York,3,1840002755
Piketon,Piketon,OH,Ohio,Pike,39.0649,-82.9985,2140,329,America/New_York,3,1840012752
Granby,Granby,CO,Colorado,Grand,40.0648,-105.9194,2139,65,America/Denver,3,1840021407
Lipscomb,Lipscomb,AL,Alabama,Jefferson,33.4261,-86.9260,2139,703,America/Chicago,3,1840015667
Varnell,Varnell,GA,Georgia,Whitfield,34.9015,-84.9645,2139,216,America/New_York,3,1840015528
Rising Sun,Rising Sun,IN,Indiana,Ohio,38.9531,-84.8545,2139,549,America/New_York,3,1840014664
Cherryvale,Cherryvale,KS,Kansas,Montgomery,37.2694,-95.5540,2138,427,America/Chicago,3,1840001706
Ridgetop,Ridgetop,TN,Tennessee,Robertson,36.4045,-86.7681,2137,272,America/Chicago,3,1840014415
Malad City,Malad City,ID,Idaho,Oneida,42.1903,-112.2500,2137,502,America/Boise,3,1840020093
Durant,Durant,MS,Mississippi,Holmes,33.0799,-89.8566,2137.0,389,America/Chicago,3,1840013775
Horse Pasture,Horse Pasture,VA,Virginia,Henry,36.6313,-79.9514,2136,85,America/New_York,3,1840006555
Aviston,Aviston,IL,Illinois,Clinton,38.6162,-89.6087,2136,515,America/Chicago,3,1840012851
Howard Lake,Howard Lake,MN,Minnesota,Wright,45.0604,-94.0670,2136,444,America/Chicago,3,1840006709
Woodstock,Woodstock,NY,New York,Ulster,42.0414,-74.1177,2135,138,America/New_York,3,1840084459
Canisteo,Canisteo,NY,New York,Steuben,42.2703,-77.6056,2135,882,America/New_York,3,1840054397
Wewahitchka,Wewahitchka,FL,Florida,Gulf,30.1148,-85.1935,2133,123,America/Chicago,3,1840015938
Canajoharie,Canajoharie,NY,New York,Montgomery,42.8998,-74.5700,2133,618,America/New_York,3,1840054398
Dublin,Dublin,PA,Pennsylvania,Bucks,40.3730,-75.2040,2133,1412,America/New_York,3,1840001321
Valle Vista,Valle Vista,AZ,Arizona,Mohave,35.4109,-113.8627,2132,68,America/Phoenix,3,1840075499
East Missoula,East Missoula,MT,Montana,Missoula,46.8801,-113.9401,2132,682,America/Denver,3,1840018434
Johnson City,Johnson City,TX,Texas,Blanco,30.2742,-98.4063,2131,455,America/Chicago,3,1840019595
Wrightsville,Wrightsville,AR,Arkansas,Pulaski,34.6109,-92.2136,2131,388,America/Chicago,3,1840015512
Brighton,Brighton,IL,Illinois,Macoupin,39.0405,-90.1408,2131,428,America/Chicago,3,1840010648
La Playa,La Playa,PR,Puerto Rico,Añasco,18.2864,-67.1866,2131,756,America/Puerto_Rico,3,1630035496
Grand Canyon Village,Grand Canyon Village,AZ,Arizona,Coconino,36.0492,-112.1566,2130,61,America/Phoenix,3,1840074025
Liberty,Liberty,KY,Kentucky,Casey,37.3206,-84.9285,2130,437,America/New_York,3,1840015247
Atlantis,Atlantis,FL,Florida,Palm Beach,26.5962,-80.1031,2129,603,America/New_York,3,1840014203
Prince George,Prince George,VA,Virginia,Prince George,37.2209,-77.2683,2129,131,America/New_York,3,1840026869
Owens Cross Roads,Owens Cross Roads,AL,Alabama,Madison,34.5845,-86.4574,2129,99,America/Chicago,3,1840016521
Elkton,Elkton,KY,Kentucky,Todd,36.8135,-87.1610,2129,325,America/Chicago,3,1840013272
Redgranite,Redgranite,WI,Wisconsin,Waushara,44.0513,-89.1058,2128,347,America/Chicago,3,1840002241
North Rock Springs,North Rock Springs,WY,Wyoming,Sweetwater,41.6698,-109.2714,2128,55,America/Denver,3,1840050304
Lake Hamilton,Lake Hamilton,AR,Arkansas,Garland,34.4269,-93.0887,2128,422,America/Chicago,3,1840037734
Glenwood,Glenwood,AR,Arkansas,Pike,34.3279,-93.5309,2128,92,America/Chicago,3,1840013636
Merrimac,Merrimac,VA,Virginia,Montgomery,37.1904,-80.4244,2127,481,America/New_York,3,1840066408
Willow,Willow,AK,Alaska,Matanuska-Susitna,61.8157,-149.7530,2126,1,America/Anchorage,3,1840023377
Rouses Point,Rouses Point,NY,New York,Clinton,44.9933,-73.3633,2126,467,America/New_York,3,1840004043
Demorest,Demorest,GA,Georgia,Habersham,34.5648,-83.5424,2125,365,America/New_York,3,1840014662
Orleans,Orleans,IN,Indiana,Orange,38.6615,-86.4517,2125,479,America/Indiana/Indianapolis,3,1840009657
Salt Creek Commons,Salt Creek Commons,IN,Indiana,Porter,41.5112,-87.1412,2125,2204,America/Chicago,2,1840043144
Palmer,Palmer,TX,Texas,Ellis,32.4259,-96.6724,2123,263,America/Chicago,3,1840023052
Bowmansville,Bowmansville,PA,Pennsylvania,Lancaster,40.2030,-76.0199,2123,439,America/New_York,3,1840024330
Tennille,Tennille,GA,Georgia,Washington,32.9360,-82.8134,2123,462,America/New_York,3,1840015747
Kingsbury,Kingsbury,NV,Nevada,Douglas,38.9909,-119.8837,2122,37,America/Los_Angeles,3,1840033778
Jasonville,Jasonville,IN,Indiana,Greene,39.1620,-87.1998,2122,658,America/Indiana/Indianapolis,3,1840008551
Rutland,Rutland,MA,Massachusetts,Worcester,42.3645,-71.9563,2121,276,America/New_York,3,1840058187
Council Grove,Council Grove,KS,Kansas,Morris,38.6623,-96.4917,2121,399,America/Chicago,3,1840001648
Turner,Turner,OR,Oregon,Marion,44.8489,-122.9517,2121,572,America/Los_Angeles,3,1840021229
Country Knolls,Country Knolls,NY,New York,Saratoga,42.9141,-73.8062,2120,517,America/New_York,3,1840034043
Tremont,Tremont,IL,Illinois,Tazewell,40.5249,-89.4902,2120,886,America/Chicago,3,1840011994
Burley,Burley,WA,Washington,Kitsap,47.4166,-122.6377,2119,172,America/Los_Angeles,3,1840023793
Mason City,Mason City,IL,Illinois,Mason,40.2022,-89.6974,2119,807,America/Chicago,3,1840008357
Mount Jackson,Mount Jackson,VA,Virginia,Shenandoah,38.7394,-78.6513,2118,221,America/New_York,3,1840006002
Cedar Grove,Cedar Grove,WI,Wisconsin,Sheboygan,43.5682,-87.8243,2117,374,America/Chicago,3,1840002624
Welch,Welch,WV,West Virginia,McDowell,37.4455,-81.5722,2117.0,105,America/New_York,3,1840006422
Jal,Jal,NM,New Mexico,Lea,32.1148,-103.1900,2117,169,America/Denver,3,1840019342
Sheldon,Sheldon,TX,Texas,Harris,29.8596,-95.1340,2116,326,America/Chicago,3,1840019614
Madison,Madison,NC,North Carolina,Rockingham,36.3868,-79.9750,2116,230,America/New_York,3,1840016053
Chester,Chester,CA,California,Plumas,40.3017,-121.2339,2116,112,America/Los_Angeles,3,1840003660
Vinita Park,Vinita Park,MO,Missouri,St. Louis,38.6888,-90.3393,2116,1048,America/Chicago,3,1840010742
Ronan,Ronan,MT,Montana,Lake,47.5287,-114.1005,2116,678,America/Denver,3,1840019801
Maple Plain,Maple Plain,MN,Minnesota,Hennepin,45.0088,-93.6618,2114,766,America/Chicago,3,1840008924
Hertford,Hertford,NC,North Carolina,Perquimans,36.1813,-76.4673,2113,285,America/New_York,3,1840015311
Plainfield Village,Plainfield Village,CT,Connecticut,Windham,41.6766,-71.9250,2113,478,America/New_York,3,1840073306
Solomons,Solomons,MD,Maryland,Calvert,38.3373,-76.4611,2113,409,America/New_York,3,1840006149
Kiln,Kiln,MS,Mississippi,Hancock,30.4171,-89.4322,2112,61,America/Chicago,3,1840064666
Stanfield,Stanfield,OR,Oregon,Umatilla,45.7849,-119.2190,2112,531,America/Los_Angeles,3,1840021193
Huntington,Huntington,TX,Texas,Angelina,31.2803,-94.5772,2111,296,America/Chicago,3,1840020839
Wilmerding,Wilmerding,PA,Pennsylvania,Allegheny,40.3942,-79.8101,2111,1900,America/New_York,3,1840001279
Quitman,Quitman,MS,Mississippi,Clarke,32.0417,-88.7202,2111,157,America/Chicago,3,1840014920
Enetai,Enetai,WA,Washington,Kitsap,47.5885,-122.6058,2110,792,America/Los_Angeles,3,1840073865
Woodlawn,Woodlawn,VA,Virginia,Carroll,36.7385,-80.8166,2110,42,America/New_York,3,1840006527
Horseshoe Bend,Horseshoe Bend,AR,Arkansas,Izard,36.2217,-91.7396,2109,61,America/Chicago,3,1840014476
Lake Lotawana,Lake Lotawana,MO,Missouri,Jackson,38.9020,-94.2626,2109,78,America/Chicago,3,1840008536
Kountze,Kountze,TX,Texas,Hardin,30.3724,-94.3161,2108,205,America/Chicago,3,1840020897
Holiday Island,Holiday Island,AR,Arkansas,Carroll,36.4762,-93.7342,2108,75,America/Chicago,3,1840027804
Hickman,Hickman,KY,Kentucky,Fulton,36.5650,-89.1837,2108,229,America/Chicago,3,1840014420
Rio Verde,Rio Verde,AZ,Arizona,Maricopa,33.7278,-111.6740,2107,187,America/Phoenix,3,1840019308
Eastpoint,Eastpoint,FL,Florida,Franklin,29.7547,-84.8694,2106,112,America/New_York,3,1840013112
Jamestown,Jamestown,TN,Tennessee,Fentress,36.4319,-84.9341,2106,277,America/Chicago,3,1840014429
Eureka Springs,Eureka Springs,AR,Arkansas,Carroll,36.4105,-93.7450,2106,120,America/Chicago,3,1840013321
Henryville,Henryville,IN,Indiana,Clark,38.5395,-85.7655,2106,285,America/Kentucky/Louisville,3,1840006207
Pawnee,Pawnee,OK,Oklahoma,Pawnee,36.3363,-96.8019,2106,368,America/Chicago,3,1840020376
Jonestown,Jonestown,TX,Texas,Travis,30.4754,-97.9297,2105,126,America/Chicago,3,1840019591
Braddock,Braddock,PA,Pennsylvania,Allegheny,40.4018,-79.8688,2105,1443,America/New_York,3,1840001209
Hughesville,Hughesville,MD,Maryland,Charles,38.5376,-76.7748,2105,72,America/New_York,3,1840006174
Helper,Helper,UT,Utah,Carbon,39.6898,-110.8597,2105,449,America/Denver,3,1840020200
Shinnston,Shinnston,WV,West Virginia,Harrison,39.3923,-80.2989,2104,485,America/New_York,3,1840005769
San Juan Bautista,San Juan Bautista,CA,California,San Benito,36.8455,-121.5380,2104,1114,America/Los_Angeles,3,1840021631
